Scheduler,Avg_Throughput_Mbps,Avg_Delay_ms,Avg_Jitter_ms,Avg_Packet_Loss_%,Completed_Rounds
default,20.298497877,232.42,0.39766666666666667,0.0,3
roundrobin,19.81134394733333,294.46233333333333,0.45966666666666667,0.0,3
blest,23.930852212999998,231.612,0.33133333333333337,0.0,3
ecf,19.781419602,284.6686666666667,0.465,0.0,3
