Scheduler,Avg_Throughput_Mbps,Avg_Delay_ms,Avg_Jitter_ms,Avg_Packet_Loss_%,Completed_Rounds
default,22.022015008136364,535.2557727272725,0.585590909090909,0.0,22
roundrobin,20.54613900622727,431.41559090909084,0.43859090909090914,0.0002146102274508844,22
blest,29.044666091318177,507.2841818181818,0.2839090909090909,3.0611353427856794e-05,22
ecf,21.43164588854545,569.9497272727272,0.6330454545454546,0.00013183182539171882,22
