Scheduler,Avg_Throughput_Mbps,Avg_Delay_ms,Avg_Jitter_ms,Avg_Packet_Loss_%,Avg_Transfer_MB,Completed_Rounds
default,2.792376881666667,52.81933333333333,1.6356666666666666,0.0,0.0,3
roundrobin,2.7881388679999994,69.58433333333333,1.952333333333333,0.0,0.0,3
blest,2.772695408666667,52.83266666666666,1.6189999999999998,0.0,0.0,3
ecf,2.774503051,52.82833333333334,1.6183333333333334,0.0,0.0,3
