Scheduler,Avg_Throughput_Mbps,Avg_Delay_ms,Avg_Jitter_ms,Avg_Packet_Loss_%,Avg_Transfer_MB,Completed_Rounds
default,23.22050158,175.12633333333335,8.425666666666666,0.0,0.0,3
roundrobin,20.976834761666666,164.49266666666665,9.559333333333333,0.0,0.0,3
blest,18.749144974666667,151.34366666666665,11.018666666666668,0.0,0.0,3
ecf,14.45221001,180.343,14.116666666666667,0.0,0.0,3
