Scheduler,Avg_Throughput_Mbps,Avg_Delay_ms,Avg_Jitter_ms,Avg_Packet_Loss_%,Completed_Rounds
default,21.346226834666666,1342.542333333333,0.6543333333333333,0.0,3
roundrobin,13.957022225000001,521.1483333333334,0.8853333333333334,0.0,3
blest,14.835224324333334,305.6513333333333,0.7929999999999998,0.0,3
ecf,19.374081166333337,335.73800000000006,0.6953333333333332,0.0,3
