Scheduler,Avg_Throughput_Mbps,Avg_Delay_ms,Avg_Jitter_ms,Avg_Packet_Loss_%,Avg_Transfer_MB,Completed_Rounds
default,14.642734229,80.538,0.1416666666666667,0.0,0.0,3
roundrobin,14.717255999666667,177.74066666666667,1.0813333333333333,0.0,0.0,3
blest,14.651204845333334,87.13100000000001,0.18300000000000002,0.0,0.0,3
ecf,14.633069226333333,78.78266666666667,0.107,0.0,0.0,3
