time,throughput_mbps,latency_max,segment_loss_rate_weighted
2.0646378993988037,0.42048,33021.4,0.0
3.066725492477417,0.42048,40267.3448275862,0.0
4.0767295360565186,0.42048,45061.48026315789,0.0
5.09947395324707,0.28032,49229.4375,0.0
6.120731830596924,0.21024,52802.536082474224,0.0
7.148572206497192,0.21024,53975.85377358491,0.0
8.186638832092285,0.21024,54761.22608695652,0.0
9.208498239517212,0.21024,52803.43145161291,0.0
10.254357099533081,0.21024,53387.375939849626,0.0
11.271567821502686,0.21024,54577.06338028169,0.0
12.290606498718262,0.21024,55071.410596026486,0.0
13.308254957199097,0.21024,54436.162500000006,0.0
14.322989225387573,0.21024,54861.928994082846,0.0
15.351626634597778,0.21024,54750.13764044944,0.0
16.364226818084717,0.21024,54892.566844919784,0.0
17.380131483078003,0.22192,53698.97455470738,0.0
18.414098024368286,0.23360000000000003,54361.23486682809,0.0
19.42998480796814,0.21024,54126.88863109049,0.0
20.44958257675171,0.22192,52305.52444444444,0.0
21.466110706329346,0.21024,53414.547008547015,0.0
22.48377823829651,0.21024,53723.51028806585,0.0
23.501622200012207,0.21024,53197.420634920636,0.0
24.521137475967407,0.22192,54147.0535372849,0.0
25.549835443496704,0.25696,54142.35412844036,0.0
26.57823348045349,0.42048,46796.82099827883,0.0
27.590438842773438,0.42048,44526.844408427874,0.0
28.603396892547607,0.42048,43769.89739663093,0.0
29.627880334854126,0.42048,43515.41799709724,0.0
