time,throughput_mbps,latency_max,segment_loss_rate_weighted
2.070897102355957,0.44384,3955.609756097561,0.0
3.11734938621521,0.44384,4414.316666666667,0.0
4.120701313018799,0.42048,4892.5192307692305,0.0
5.174084663391113,0.44384,4971.030927835051,0.0
6.227197170257568,0.44384,4814.26724137931,0.0
7.278786659240723,0.44384,4761.451851851852,0.0
8.326145648956299,0.44384,4659.2240259740265,0.0
9.328834772109985,0.42048,5045.938953488372,0.0
10.384379386901855,0.44384,5147.020942408377,0.0
11.389713525772095,0.42048,5261.368421052632,0.0
12.429263591766357,0.44384,4499.947368421052,0.0
13.433978080749512,0.42048,5004.636178861789,0.0
14.43638801574707,0.42048,5083.899621212122,0.0
15.438384056091309,0.42048,5090.014184397163,0.0
16.492904663085938,0.44384,4961.275747508305,0.0
17.54489755630493,0.44384,4896.9078125,0.0
18.598904371261597,0.44384,5052.277286135693,0.0
19.60019826889038,0.42048,4940.512605042017,0.0
20.607871532440186,0.42048,5496.103999999999,0.0
21.661993265151978,0.44384,5103.185279187817,0.0
22.71340584754944,0.44384,4960.753026634382,0.0
23.71905279159546,0.42048,5292.686774941995,0.0
24.736068725585938,0.42048,5536.042316258352,0.0
25.74863362312317,0.42048,5771.567451820129,0.0
26.760737419128418,0.42048,5758.492783505155,0.0
27.771308422088623,0.42048,5606.216699801193,0.0
28.79053521156311,0.42048,5841.456813819577,0.0
29.80423069000244,0.42048,5746.408163265305,0.0
