Scheduler,Avg_Throughput_Mbps,Avg_Delay_ms,Avg_Jitter_ms,Avg_Packet_Loss_%,Completed_Rounds
default,12.774781075,591.2373333333334,0.923,0.0,3
roundrobin,10.108619124999999,603.3096666666667,1.0016666666666667,0.0,3
blest,29.073384611333335,291.64433333333335,0.26566666666666666,0.00044483590003647653,3
ecf,21.323053933,366.9003333333333,0.6926666666666667,0.0,3
