Scheduler,Avg_Throughput_Mbps,Avg_Delay_ms,Avg_Jitter_ms,Avg_Packet_Loss_%,Avg_Transfer_MB,Completed_Rounds
default,7.2493243173333335,52.56166666666667,0.7050000000000001,0.0,0.0,3
roundrobin,7.242332483666668,70.546,1.42,0.0,0.0,3
blest,7.263306274666667,65.94166666666666,0.6983333333333333,0.0,0.0,3
ecf,7.214199005,59.510333333333335,0.7116666666666668,0.0,0.0,3
